607220.36794772744;6724719.3691087067;201.8
607225.91202689847;6724713.2936807033;202.8
607228.24428033922;6724719.4926876398;202.3
607229.78149012651;6724722.9933187263;202.1
607229.24593554204;6724728.1037556613;201.6
607225.13183496566;6724732.1044140374;200.9
607221.83813611825;6724732.4519087411;200.7
607218.19162396656;6724731.7858845713;200.6
607214.56172130327;6724730.5631404351;200.6
607211.31785303121;6724729.2404737547;200.7
607208.28935471526;6724728.0356794484;200.7
607205.54086598929;6724726.6163538722;200.7
607202.61174554599;6724725.7488608733;200.7
607199.45396439137;6724725.2088803565;200.8
607196.24150879495;6724724.6672716336;200.8
607192.96109287732;6724724.569413851;200.8
607189.77009590389;6724725.1428893507;200.8
607186.30905340717;6724725.5968687218;200.9
607182.75194935652;6724725.6022108309;201
607179.36882933101;6724725.2784143751;201.2
607176.53754830593;6724722.9650915926;201.4
607173.58695373603;6724720.9825440766;201.7
607172.05965168553;6724717.1479032645;202
607170.4411440593;6724714.5364249414;202.3
607167.86352805316;6724709.2216923926;202.6
607165.65865955153;6724704.2524097022;202.6
607164.01048594678;6724698.9653990539;202.8
607163.10450037941;6724694.4806292225;202.9
607161.93687662983;6724687.7591815917;203
607159.86457606847;6724682.0137503529;203
607158.5178648287;6724677.6272832211;203.1
607158.4419419074;6724672.8329366837;203.5
607158.65599227487;6724667.4900183808;204.9
607159.53432683577;6724663.7271222109;205.8
607161.57565869053;6724661.3362331297;206.3
607163.32215028163;6724657.8221147079;207.4
607164.52035170246;6724652.5085454825;208.9
607167.23107186542;6724649.6918465178;210
607170.57310482964;6724645.8909831662;211.5
607172.72558090324;6724641.608870063;212.6
607174.99073244352;6724637.2186747752;213.4
607177.02722664399;6724633.1559923925;214
607179.46969701967;6724628.3253129208;214.4
607180.87488562928;6724625.2467975384;214.6
607180.72770654678;6724621.0075435247;214.8
607176.68530153739;6724617.0978884986;215.5
607173.21775009157;6724614.0969329011;215.3
607169.54145333357;6724610.7554241959;214.8
607166.4119034633;6724607.430224455;214.4
607163.63851242035;6724605.0071988441;214.5
607161.53959504678;6724600.1525256038;214.3
607158.55413331813;6724597.5002927501;213.5
607154.887765905;6724593.8247651104;212.6
607153.31898557721;6724589.5431241244;212.5
607152.06829538511;6724585.6052999161;212.5
607151.31964408362;6724581.3481144281;212.8
607148.70360962965;6724579.1526810611;212.4
607145.91534617322;6724575.391902159;213.5
607143.98197283817;6724572.3252766943;214.4
607141.01971191843;6724568.8936454924;215.4
607137.89498012583;6724567.2402728926;216.1
607134.69565270632;6724566.253341618;216.7
607131.68026789906;6724564.6032345351;216.9
607129.34422803787;6724562.1932759089;217.2
607126.73148529895;6724559.8865140676;217.6
607123.62001578475;6724557.7877749456;218.1
607120.38434230338;6724554.348011815;219.2
607118.11292106332;6724551.605656133;219.9
607115.19201881741;6724548.621055562;219.2
607112.50972941727;6724544.974907482;218.5
607109.14808737591;6724542.0886192406;217.5
607105.54118602094;6724540.0865741353;216.5
607102.35841838073;6724538.5429480709;216.4
607100.94694052823;6724534.4889091803;217.6
607099.5635890502;6724531.3272586726;218.4
607095.77114748093;6724528.2052577483;219
607091.06246902258;6724524.6101825126;219.3
607088.11829596863;6724522.405017972;219.4
607085.48890791822;6724520.6550106844;219.8
607081.64667634165;6724519.2031968087;220.2
607078.71735781082;6724518.3358068373;220.5
607076.65131786664;6724516.0453738496;220.9
607073.72039914283;6724513.394842077;221.2
607070.23607290175;6724510.9507119078;221.5
607065.84877329099;6724507.5881340746;221.8
607061.89716650208;6724506.1330835922;221.9
607058.27693522885;6724504.5764658023;222.1
607055.11894112895;6724504.0366142439;222.3
607050.64035747887;6724505.5748556638;222.6
607045.75411704672;6724509.7756062308;222.9
607042.20173426322;6724511.4528903533;223
607039.05199107493;6724512.4735089615;223
607034.64298319176;6724515.3511651559;223
607031.62079759082;6724517.6014688062;222.7
607026.75780820148;6724521.0228311047;222.4
607022.61063451041;6724522.4595326334;222.4
607015.83066374843;6724525.9352638293;222.1
607012.65773183235;6724527.7353192614;221.9
607006.0932280717;6724527.6512901448;222.2
607001.22869667888;6724525.6119051203;222.7
606995.13475334283;6724524.4274715632;222.7
606991.00585019682;6724523.4129947936;222.3
606987.17848598538;6724523.299048299;221.8
606981.49543081783;6724523.0184190311;221.1
606977.25221090158;6724520.3289021607;221
606974.69072853879;6724514.4575889464;221.8
606968.36975790502;6724515.3838706594;220.7
606964.6003762586;6724515.160230916;220.5
606957.94472184114;6724516.2994560814;219.8
606953.76277952734;6724517.0665402589;219.4
606950.25684187585;6724517.1850865334;219.4
606947.09884648677;6724516.6453299206;219.5
606941.41413891711;6724521.9368896587;218.7
606936.82130056387;6724521.800217757;218.9
606932.68575423153;6724521.0084979413;219.8
606927.19987909729;6724523.2970218025;220.8
606924.23241954052;6724521.8714067116;221.5
606920.74141181097;6724523.3277472891;222.3
606917.82036190166;6724524.0209441083;223
606913.59701250133;6724524.3410685426;224.1
606910.51856017089;6724524.806701499;224.8
606901.13742132322;6724527.4251572359;226.9
606894.80156457389;6724527.0138025591;228.6
606888.17238898389;6724523.5847623227;229.1
606886.89157887781;6724520.6491378695;228.8
606887.22950835829;6724516.6472257795;228.6
606885.24283014948;6724511.6846259302;228.5
606887.2210635941;6724507.7315010019;228.7
606887.92517331347;6724504.2976974063;228.9
606890.6026541586;6724502.5942404317;228.9
606892.0010092468;6724499.7383042267;229.1
606893.30326001125;6724496.433736206;229.4
606894.47791307711;6724491.8994955262;229.8
606895.91601861431;6724487.7074218662;230.1
606897.36737525824;6724483.0699691335;230.5
606898.56522103294;6724477.7563154064;230.5
606898.76400105492;6724474.7532557556;230.4
606899.84255971329;6724469.7703843322;230.2
606900.68585035589;6724465.3377319323;230
606902.60613331781;6724461.4943337273;229.8
606903.50079407368;6724457.1746533653;229.6
606903.021890003;6724453.0370005853;229.5
606903.50731103646;6724449.5966940671;229.3
606902.14362412691;6724445.7670523589;228.8
606900.11049348209;6724438.6856388012;227.6
606899.59846131224;6724435.6614356348;227.1
606899.15598031308;6724430.2989896182;226.1
606898.80797990924;6724427.2796658911;225.6
606897.26037190552;6724424.1132164085;225
606896.71683971805;6724420.3079730347;224.3
606895.94465744984;6724416.8302589748;223.9
606895.68113749416;6724412.8104578909;223.7
606895.25358155661;6724408.7857777579;223.4
606894.86414354714;6724405.3194485642;223.2
606895.76211610925;6724400.8884215988;223
606896.07187395939;6724395.994125098;222.7
606895.22675726376;6724391.2883647047;222.3
606896.05680644233;6724387.3010910833;222.2
606897.46514009766;6724384.1111222124;223
606897.76165251783;6724379.6622055033;223.5
606897.8427617026;6724375.0954383453;224.1
606898.26188008208;6724370.2043949235;224.6
606899.14661490556;6724366.2187484344;224.8
606900.24344375206;6724362.4622976715;224.8
606901.35021059879;6724358.3718125606;224.7
606901.85882054153;6724354.1520918347;224.9
606903.54056657327;6724350.9702575775;224.7
606904.95554313471;6724347.5576017937;224.7
606905.65306645748;6724344.346491605;224.9
606906.56930840109;6724341.141887648;225.2
606909.01988833759;6724337.8714824468;225.2
606910.10017303424;6724334.6717590597;225.6
606911.33124902146;6724331.9222953031;225.9
606912.57557596487;6724328.7274524346;226.4
606914.58873212757;6724325.4440380568;227.4
606916.87529021129;6724322.1687581716;228.2
606918.32840644289;6724319.3144586077;228.9
606919.69535284571;6724315.6774920477;229.6
606920.9811216027;6724312.9296582481;230.2
606921.15174044087;6724309.0342143886;230.9
606921.08707690542;6724305.6889879452;231.4
606920.32813577401;6724301.7658896027;231.9
606918.44577961881;6724298.8123611519;232.1
606917.45155121619;6724295.4394810675;232.5
606916.34133571561;6724292.2860377021;232.5
606915.28248594131;6724289.2455662359;232.5
606913.8889282567;6724286.4180250717;232.6
606912.36113759154;6724282.5835007681;232.8
606911.75628480199;6724278.9993189154;233.1
606910.92608462262;6724275.6313206069;233.3
606909.02545871073;6724271.4513771581;233.5
606907.04365112551;6724268.1605672808;233.7
606904.56640280283;6724264.9664650299;233.9
606902.12889269483;6724260.4362259731;234.1
606900.48840357258;6724256.7097990364;234.4
606897.74104916118;6724253.3962246869;235
606895.66310560436;6724249.656789056;235.5
606892.51310575416;6724246.99990371;236
606889.16594388988;6724245.4515913101;236.5
606885.92151821486;6724244.1292242249;236.9
606881.43598603504;6724242.2127344524;237
606877.67123455892;6724239.9833545014;237.2
606872.30578095792;6724236.3690597471;238
606870.87905789062;6724234.6549848886;238.4
606867.87982665771;6724232.4483789597;239
606864.52933044662;6724231.0114346417;239.4
606861.47872184368;6724228.6918633562;239.8
606856.08344148286;6724226.0796972774;240.4
606851.49010301614;6724222.2655046815;241
606846.54218627512;6724219.3323237654;241.4
606844.02512881416;6724217.4744031448;241.7
606841.13853951404;6724215.1597260544;242
606836.76231119339;6724213.2465436747;242.4
606834.52527074912;6724211.1740672039;242.8
606832.04460770253;6724208.091361016;243.3
606829.45457738836;6724205.0054059224;243.9
606827.35998552735;6724201.8227354921;244.5
606825.66139846749;6724198.206063536;245
606824.93383905932;6724195.0640267041;245.2
606824.03892385063;6724192.0284592165;245.3
606822.41486595455;6724187.7453446249;245.5
606821.57793747168;6724184.6000581132;245.6
606820.7410073448;6724181.4547718158;245.8
606819.78809336643;6724178.5289252251;246
606818.8964780136;6724175.3820142262;246.1
606818.0727796104;6724171.7913489351;246.4
606816.43215828808;6724168.0649619121;246.6
606814.74016033649;6724164.2256056527;246.7
606812.97362231323;6724161.0526947193;246.8
606810.86575223343;6724158.315414126;247
606808.04701022885;6724155.5570097426;247.3
606805.33762833383;6724152.8018575329;247.6
606802.70939396776;6724149.1575728822;247.8
606801.23279215861;6724145.4360678848;247.9
